fund_code,transaction_date,apply_amt,redeem_amt,uv_key_page_1,uv_key_page_2,uv_key_page_3,dt
000086,20250124,4725.831917336687,20076.195009973257,7394.020900369712,5051.511377785393,6250.316763740034,20250526
001016,20250124,3767.388284950897,7118.906253600595,5743.809125714413,2401.0,6151.41708546446,20250526
164402,20250124,3780.2759117807204,12212.871132086153,13138.679355633789,2401.0,33514.838785495696,20250526
000402,20250124,6330.024951198565,1733.9450946778688,3126.499782778678,2593.85437263737,3263.546479817688,20250526
164906,20250124,6321.901773302625,16510.621631380407,36950.189753025115,2401.0,40727.45103687866,20250526
000965,20250124,1955.9390673005537,3537.0910709265136,3631.594568257504,2401.0,3417.5474074182252,20250526
001316,20250124,12675.35500773717,4201.766160155275,7559.324648344601,3618.8788953363587,8594.945565144544,20250526
050027,20250124,20236.628559130033,17276.64516408714,11171.282184223255,5349.623265158911,10069.257197723999,20250526
168204,20250124,5000.64740829012,7641.081425252092,9048.471232665392,2401.0,28475.900177355183,20250526
001407,20250124,8489.547491950623,4963.065450705514,3346.1983538051322,2401.0,4558.425838954316,20250526
160717,20250124,1938.0115588556046,3190.348310383899,3821.6232358012862,2401.0,4489.196064161413,20250526
166016,20250121,56858.12268975005,87266.79388836409,8503.110149602939,4297.04811779744,13046.843940092183,20250526
000192,20250121,5633.167858824808,19671.139579886225,3811.7332679737283,2755.625989245274,4337.314415381067,20250526
001480,20250121,15360.087302280199,23671.281030164108,10742.481436271302,2401.0,20284.181111044036,20250526
000385,20250121,4482.841716299719,2332.3421832891077,2650.368474509127,2448.3305603175963,2847.4614047868786,20250526
168204,20250121,10280.232726803799,7141.553181556229,9859.448594525104,2401.0,30540.077748221098,20250526
001338,20250121,26382.442940959478,23886.630263858988,8891.644599971267,4594.45357889756,10426.70889206286,20250526
001407,20250121,6569.113794339783,3764.806706394974,3255.7757908103213,2401.0,4216.515522630187,20250526
001016,20250121,3942.778538549254,6649.0751583450765,6031.324618986977,2401.0,6279.280240949309,20250526
160717,20250121,3508.6037563390314,5715.040507806057,4010.2390507982745,2401.0,4241.946868472477,20250526
000965,20250121,10288.706386419644,2166.2276657472316,3767.2284127497205,2401.0,3447.2173109008972,20250526
050027,20250121,39611.06447939539,35631.29805740239,12353.839765889767,5838.470246349607,10646.407463089316,20250526
164906,20250121,10195.988094704566,27461.31735928405,44571.82281670491,2401.0,43898.59857815761,20250526
000402,20250121,8551.081417958116,3882.085812019157,3208.445230492725,2636.2399490411876,3286.858546839788,20250526
164402,20250121,5314.9506147269,7371.360869937814,15065.1038031873,2401.0,36009.22995686036,20250526
100050,20250121,4512.171693414449,2878.639145520293,10025.458768773387,4528.755935471643,7733.105511600253,20250526
161024,20250121,6476.129661048042,7678.525422654435,12110.829127841213,2401.0,22867.581992856718,20250526
530028,20250121,12361.448558745216,90213.76307567152,9230.02278492841,5490.908519838302,7826.353779688651,20250526
000086,20250121,6579.732718533709,22795.377468426865,7998.72179039751,5261.31998098429,6496.153106882176,20250526
001316,20250121,10951.567673142164,7754.746960304957,8248.090264906636,3858.357402017928,7714.032002218535,20250526
161028,20250121,6223.965162077608,28506.466040122512,55546.86140020008,2401.0,96480.73181218692,20250526
161024,20250515,11392.913783852555,8017.248827653512,12911.916521873365,2401.0,23273.777100059968,20250526
100050,20250515,4721.570053120199,3742.0137443893786,11485.641875884903,4489.90249043481,8229.723181798316,20250526
161028,20250515,13920.280544776733,26779.22173547729,54099.39396600971,2401.0,89831.84772697474,20250526
001316,20250515,12052.174667452417,8590.815792808968,8580.817039676604,3739.6777880872387,8994.782835887223,20250526
001407,20250515,2790.7704305656234,1948.6244141020006,3577.199745205938,2401.0,4581.737905976415,20250526
000192,20250515,5114.206249077911,3333.3549850799864,3765.8155602029265,2675.0933940780205,4292.8095601570585,20250526
001016,20250515,24988.000319947172,14917.074235918999,12233.040873138887,2401.0,10154.028350531635,20250526
001480,20250515,11183.832689216384,5737.361392393006,8262.925216647973,2401.0,16636.195835222137,20250526
000385,20250515,7239.014355766643,3942.707770286082,2674.3869678046235,2458.926954418551,2855.232093794245,20250526
164402,20250515,12262.86175732893,13262.15829327031,16183.376593974686,2401.0,35780.34784427975,20250526
050027,20250515,27433.961903411066,10812.313775501385,12360.19760235034,5307.944115028489,10809.591932244013,20250526
000402,20250515,13056.429154217258,1912.6626487599979,3225.3994610542522,2591.7350938171794,3238.8215602487944,20250526
160717,20250515,4240.820758695641,3277.0664179111627,4559.838691501109,2401.0,5286.751326826581,20250526
166016,20250515,30354.336745890316,51089.444520258665,5426.623728959179,3139.92188197322,8519.357953891069,20250526
000965,20250515,4151.808480627665,2805.168900208432,5694.359286576626,2401.0,4456.700455585153,20250526
164906,20250515,12769.97336771268,43035.26302574653,47645.483532255086,2401.0,44368.37204996659,20250526
168204,20250515,4496.805985258916,6930.064611296427,10284.010784836675,2401.0,29963.63390912918,20250526
001338,20250515,10812.053569376001,12246.591667617242,6710.906693994852,3509.3828229598303,8209.236819869802,20250526
530028,20250515,34557.55851055921,10430.221996569255,8734.111541003746,4557.012986407522,7415.21368857162,20250526
000086,20250515,4430.405901259366,12308.461661594256,5601.817444761626,3805.375431513156,4992.171570820048,20250526
161024,20250506,5763.025454263962,7420.261848163653,11934.92898576537,2401.0,25050.439177653323,20250526
100050,20250506,5345.728631885078,5266.479448035119,12872.356650563135,4526.636656651452,8757.423608025845,20250526
161028,20250506,18332.87455100218,26962.309148529737,52863.147987565026,2401.0,101947.05831573259,20250526
001316,20250506,9840.61615776563,10211.182788588607,7812.931680494109,3588.5025655802892,9373.427318427992,20250526
001407,20250506,2813.127078593378,5247.310514697929,3553.1812519104415,2401.0,4894.684745091268,20250526
000192,20250506,4883.709030720167,6736.656411097504,3614.640337695977,2640.4785066815693,4318.240905999349,20250526
001016,20250506,6692.467970629348,6816.731351120876,10132.129136056328,2401.0,9341.63813612513,20250526
001480,20250506,17109.611200994346,15253.837804361874,8860.5618439418,2401.0,19622.966119144483,20250526
000385,20250506,6627.196169000216,3321.0472136745143,2622.8178498466455,2447.6241340441993,2865.8284878951995,20250526
164402,20250506,7657.947734871651,6855.645009192244,14796.661819296452,2401.0,38111.554546489715,20250526
050027,20250506,46098.80369023346,18107.882789234427,11378.971508601962,4951.905273236422,10780.628455034737,20250526
000402,20250506,3194.146008488342,1580.7355980029358,3143.4540133402047,2577.6065683492398,3228.22516614784,20250526
160717,20250506,3226.003593875596,2379.605954544444,4274.442477048738,2401.0,5322.7790667698255,20250526
166016,20250506,34687.55964744487,110162.44579158984,5841.295951443194,3255.0693645369247,8949.571554389817,20250526
000965,20250506,3753.0542978756034,3950.7334657123083,5227.411519861236,2401.0,4554.187281313933,20250526
164906,20250506,16563.551903083426,25921.78191704897,43759.43260229841,2401.0,47691.40124002589,20250526
168204,20250506,4856.746159890584,6207.5366294857395,9529.547524848722,2401.0,30953.33711815832,20250526
001338,20250506,9537.074170667562,14621.026098532737,6378.179919224884,3434.5016379797526,8496.04588686897,20250526
530028,20250506,29641.211460350973,14867.114822406378,7884.280734107202,4302.699527984616,7449.828575968072,20250526
000086,20250506,3419.8815414508085,15288.138520439503,5489.495667291509,3756.6320186487656,5203.393026565739,20250526
161024,20250408,20533.38356634254,7053.174512447877,17926.130210444986,2401.0,40200.45703692453,20250526
050027,20250408,69166.4565024227,22445.88379485481,18247.554164840603,7788.913187198613,16689.884232000306,20250526
000402,20250408,8291.422364844466,3504.170065045578,3654.9066352796035,2776.1123511737856,3808.907562880141,20250526
166016,20250408,116612.14792796552,167955.43070869715,7329.736109490588,3948.779965012739,11971.663151982011,20250526
168204,20250408,17497.758055577222,12618.88393864617,15161.884202642681,2401.0,54401.74441102361,20250526
001016,20250408,41596.13203471322,9390.703077371107,11205.897071619707,2401.0,11227.089859821617,20250526
161028,20250408,73766.41560853027,54414.06339621489,87888.4690488597,2401.0,166967.23894546216,20250526
001407,20250408,4391.032303664412,6001.537097145374,3988.339836322969,2401.0,5731.799879066665,20250526
001480,20250408,21564.99220849161,15867.822984706025,10969.950696305123,2401.0,28468.12948834782,20250526
000192,20250408,15907.298020423992,15845.46628249124,4897.510450184856,2997.930201020431,5779.836865657659,20250526
164402,20250408,22951.371961774064,11497.612232180505,23063.26207058768,2401.0,64587.704847134366,20250526
530028,20250408,43917.6361939257,73053.74527730762,14292.979886364421,7178.56088698364,11507.541090360208,20250526
100050,20250408,4849.970830216801,10312.719911310345,15003.644717401763,5667.515088187542,11262.411173491464,20250526
001338,20250408,13898.287816852702,38323.27196102547,9651.052843872998,4703.949651274089,12376.44540663847,20250526
001316,20250408,16028.68081831964,44965.92246645055,11992.149513910523,4849.473463593862,14219.511553931137,20250526
000965,20250408,6397.180944287889,6375.014601114852,6898.109656445046,2401.0,5402.605235663683,20250526
160717,20250408,8327.810202815352,6294.818498888992,4913.758254472986,2401.0,6709.4938414480575,20250526
000385,20250408,6020.333115331609,7926.658460666426,2812.140091117031,2503.431809642559,3194.3167050247857,20250526
164906,20250408,38601.8257610968,59034.75532757651,67168.28002385347,2401.0,78868.81839012732,20250526
000086,20250408,9214.739904288435,20846.664642803662,8098.327894946481,5389.183136469141,7199.753675185548,20250526
000192,20250117,5195.610288610531,14903.793482175459,3758.0448711955596,2754.919562971877,4334.488710287479,20250526
100050,20250117,4244.2939848553115,3538.68509083289,9476.56555434395,4480.012522607252,7507.755530386623,20250526
000402,20250117,4376.353416133461,4423.376434407731,3151.931128620968,2622.1114235732484,3244.47297043597,20250526
001338,20250117,25506.395024970254,16558.381755844515,8601.303401605117,4494.141048075192,10328.515640060683,20250526
000965,20250117,7155.42414044714,1924.2367819456508,3568.0162036517777,2401.0,3411.8959972310495,20250526
001016,20250117,3145.4383154039538,5758.68772820334,5589.10177184048,2401.0,6167.66488975259,20250526
166016,20250117,35354.449252278006,87646.45055628652,8458.605294378931,4223.579785364156,12772.044119740767,20250526
001407,20250117,5205.13539338609,3876.6036016656913,3127.206209052075,2401.0,3924.0550454438453,20250526
164906,20250117,8575.537867644503,10503.681296100747,36722.01406671789,2401.0,41532.0705622778,20250526
001316,20250117,11167.534422248302,5136.771896486258,7699.197050477199,3649.255225092428,7221.652889660853,20250526
161028,20250117,6240.276759055444,29119.596257483256,47445.56489688375,2401.0,93968.67998398733,20250526
168204,20250117,6810.297887428985,3004.6418213497154,9766.200326436703,2401.0,30862.91455516351,20250526
000385,20250117,3745.1684049907117,2241.009670718254,2622.1114235732484,2455.3948230515657,2824.149337764779,20250526
160717,20250117,1807.4934776891887,1722.1504744609397,3804.669005239759,2401.0,4055.45033229568,20250526
530028,20250117,10457.804279356204,84931.48444494291,9232.848490021997,5565.78970481838,7723.921970046092,20250526
000086,20250117,5855.786011863631,32988.43272252291,7660.3436054403655,5075.529871080889,6409.969101527747,20250526
164402,20250117,3622.674285265514,10571.853079283044,13942.592454759528,2401.0,37456.69739105074,20250526
161024,20250117,4202.118538421284,9079.264305794812,10818.775473798174,2401.0,22919.857537088097,20250526
001480,20250117,7526.854512552628,5991.301383638393,9256.160557044099,2401.0,18540.721068300343,20250526
050027,20250117,20016.146621435026,22999.582705592336,11812.010814194298,5716.964927325329,10343.35059180202,20250526
001407,20241231,4398.539375011911,2598.5284978462187,2992.9852171066523,2401.0,3575.080466385747,20250526
000086,20241231,9187.607969920491,13511.793124861026,8076.4286804711755,5096.722659282799,5624.423085510327,20250526
530028,20241231,30661.073817115233,15537.186560665828,8974.296473958711,4827.574249118557,7961.987624180868,20250526
166016,20241231,144066.2453854549,124186.47399732514,10623.095396067214,4955.437404603406,14719.661355496186,20250526
168204,20241231,4691.465201454659,7276.691194843452,9676.48418971529,2401.0,32655.1180107716,20250526
164402,20241231,4800.578213053934,9917.165418582814,13628.939189371278,2401.0,36515.737594885984,20250526
161028,20241231,22985.58408205515,32666.096776345807,46637.413240117625,2401.0,94646.14278017501,20250526
001316,20241231,13128.98959926981,4280.535246905921,7842.6015839767815,3654.200209006207,7284.524827993183,20250526
000402,20241231,11884.938478357968,7329.5568756048915,3252.2436594433366,2622.8178498466455,3361.7397318198655,20250526
001338,20241231,21039.338554538383,11259.498105362361,8977.828605325696,4674.279747791416,10779.215602487942,20250526
161024,20241231,8387.617188128137,8647.604831400957,11172.69503677005,2401.0,23090.106268976764,20250526
000385,20241231,5765.265762895339,1790.0793913679408,2625.643554940233,2452.569117957978,2832.6264530455423,20250526
164906,20241231,8552.600063703641,22544.466586430764,36197.13934558396,2401.0,41505.22636388871,20250526
001480,20241231,14059.109182594104,15919.27969427375,8495.339460595573,2401.0,17299.530105941885,20250526
000192,20241231,10405.602769040164,2849.77983696139,3830.1003510820497,2703.350445013899,4447.516914030993,20250526
001016,20241231,5475.284297184575,5874.348213008834,5668.9279407343365,2401.0,6345.684310648623,20250526
100050,20241231,4607.385839801577,5416.695057031255,9759.136063702734,4340.846546748052,7913.244211316477,20250526
050027,20241231,45156.864777405855,10085.351397965836,11922.213312844224,5297.347720927535,10871.757444302946,20250526
000965,20241231,5567.028739569083,1650.7242181652405,3334.1891071573837,2401.0,3272.0235950984516,20250526
160717,20241231,1463.1959611311797,3177.0380247081794,3822.3296620746833,2401.0,4038.496101734153,20250526
000965,20241213,2064.0996334467104,2139.1407608024865,3621.7046004299464,2401.0,3486.777182211127,20250526
161024,20241213,9657.67461620205,8073.502715122159,15459.289663742802,2401.0,29632.319986906008,20250526
001480,20241213,12761.249743320406,16493.707474612012,10138.486972516901,2401.0,20932.680430022447,20250526
100050,20241213,4769.977875172128,4170.680794154287,12910.503669326572,5195.622337558372,9764.081047616513,20250526
168204,20241213,8758.04407059681,8326.514103208301,12216.08664257736,2401.0,39996.299843912806,20250526
001338,20241213,51231.240114800166,25280.656891030274,10402.690398767365,5144.053219600395,13042.605382451802,20250526
164402,20241213,13751.622758910224,9146.452865290083,19129.174154040007,2401.0,47439.91348669657,20250526
166016,20241213,311966.3372413705,85161.62998946605,13176.826374397226,5878.030117659837,16638.31511404233,20250526
160717,20241213,3481.350984890787,2755.706652710056,4306.231659351601,2401.0,4432.681962289656,20250526
530028,20241213,30464.841497207282,22017.81708321217,10806.059800877028,5394.1281203829185,9334.57387339116,20250526
001316,20241213,23206.97917960542,7729.105548613176,9491.400506085287,3966.440621847663,8605.541959245496,20250526
164906,20241213,10526.1458846953,26106.105661412697,52915.42353179641,2401.0,53746.18082931123,20250526
000192,20241213,10815.567002313062,7309.39984174784,4236.295458285302,2800.1308444692822,4897.510450184856,20250526
000385,20241213,7930.889058965724,4974.6945837281655,2704.7632975606925,2456.1012493249627,2964.728166170774,20250526
161028,20241213,28514.22746539599,35828.337005461624,68304.91989774918,2401.0,122881.2945015781,20250526
000086,20241213,7694.73715293317,2302.3463017439644,9198.233602625547,5481.724978284142,6413.501232894732,20250526
001407,20241213,2668.11304531444,1806.3696386553565,2960.489608530392,2401.0,3377.9875361079953,20250526
050027,20241213,57223.62689715279,13790.356028353646,14058.446363596631,5733.212731613459,12893.549438765043,20250526
000402,20241213,4297.06256245626,1774.2514678334978,3363.152584366659,2656.0198846963026,3538.3463001691052,20250526
001016,20241213,7242.807773095596,6710.4182376275385,6759.650106859242,2401.0,7278.16699153261,20250526
000965,20241211,2795.622337368389,2306.57543699341,3685.282965035673,2401.0,3570.8419087453653,20250526
161028,20241211,22597.07135663541,42221.07068998393,74098.32176587764,2401.0,133178.1638626122,20250526
000402,20241211,6341.177834401141,3843.4797195387255,3488.896461031318,2720.304675575426,3639.3652572648707,20250526
050027,20241211,64451.672475535735,40397.3143511725,15444.454712001465,6853.604801221038,13524.388100908529,20250526
530028,20241211,52539.392814208324,37923.69148022968,12202.664543382818,6443.171136377404,9986.605323736554,20250526
166016,20241211,155251.3536698662,246153.74128887165,13530.039511095703,6059.581669922854,16987.996119373824,20250526
164906,20241211,8581.396623680037,82992.86736772426,65681.25271835287,2401.0,62053.75380445948,20250526
001338,20241211,55389.22697904808,23527.014290236933,10686.673760672942,5417.440187405018,13408.534192071429,20250526
100050,20241211,4543.790693301898,4098.564574386178,13217.799098254249,5625.835938057122,10106.697790214039,20250526
001480,20241211,4587.190170591048,6280.555605199059,10495.232240582365,2401.0,22180.935655114874,20250526
164402,20241211,6155.813157161818,9746.532623791274,20349.17232819656,2401.0,50699.364312150145,20250526
160717,20241211,2762.0547176402624,3482.9299408023994,4431.269109742862,2401.0,4523.8109515578635,20250526
001316,20241211,20931.959148638693,11083.536178581415,10216.193862590566,4253.956115120225,9417.932173652001,20250526
000192,20241211,20768.145466642407,13570.021641945483,4463.0582920457255,2921.6361634935593,5149.70462978757,20250526
168204,20241211,6722.644078241345,10890.190510216873,12762.860578186606,2401.0,43982.66330469185,20250526
001407,20241211,2088.625767655639,3189.3160474333445,2978.150265365316,2401.0,3442.2723269871185,20250526
001016,20241211,5613.069563709928,8179.880527931138,7146.065278407379,2401.0,7682.949246189069,20250526
161024,20241211,4747.490528024335,14518.312358608462,16396.01090226717,2401.0,32118.234042989905,20250526
000385,20241211,8055.3717343738335,9344.8788929823,2714.65326538825,2465.284790879123,3039.6093511508516,20250526
000086,20241211,8893.823441589164,2308.5437809135624,10240.212355886062,6614.126294539468,6679.823937965386,20250526
530028,20250319,21593.215740609627,22744.26750167387,9434.886404213528,4908.813270559207,8715.744457895424,20250526
164402,20250319,6846.071948893785,11097.299088531465,18407.912928901715,2401.0,43861.864411940966,20250526
000192,20250319,12601.471044439615,5315.229515378161,3841.403171456401,2670.148410164242,4718.784603015425,20250526
001338,20250319,26280.768074803604,25288.84525592514,8057.355171089458,3996.110525330335,10446.488827717974,20250526
161028,20250319,11751.072722383928,41804.032719054645,69563.06509066916,2401.0,122441.1909332518,20250526
001407,20250319,7708.847510129361,6769.849327502633,4330.956578920494,2401.0,6104.792951420261,20250526
168204,20250319,8138.975008767935,6344.5632775697395,11659.422739140555,2401.0,37203.09035890122,20250526
161024,20250319,6962.267693196685,8480.21025361336,14485.834259001791,2401.0,28351.56915323732,20250526
160717,20250319,13415.653897471699,7637.79037589241,4894.684745091268,2401.0,6086.42586831194,20250526
050027,20250319,20584.092332314118,23080.924971909015,12847.631730994242,5361.632511806658,12543.162007160152,20250526
000402,20250319,5558.06056910354,2475.3793110969127,3277.6750052856273,2606.570045558515,3457.1072787284547,20250526
000965,20250319,20179.584841489872,3018.30188431393,6398.666281153395,2401.0,4821.216412657985,20250526
001016,20250319,9909.045275160639,7042.900217774449,9290.77544444055,2401.0,8784.974232688324,20250526
166016,20250319,48054.654085836184,25668.149003711234,5748.047683354796,3315.8220240490627,10163.211892085794,20250526
001480,20250319,16986.68775741837,36496.942225899875,9906.072728569301,2401.0,21201.82884018669,20250526
000086,20250319,2330.7892371526273,28312.64162933444,6666.401838770843,4269.497493134959,6075.123047937588,20250526
001316,20250319,13370.492041169222,8097.95325842211,9667.300648161128,3902.8622572419363,11566.174471052156,20250526
000385,20250319,6402.815691135099,5324.169129278091,2712.5339865680594,2465.99121715252,3002.1687586608127,20250526
164906,20250319,22014.482033982888,119824.00754697114,67746.84314176557,2401.0,60168.30208076299,20250526
100050,20250319,4440.127759146395,3034.935623194184,12189.948870461672,4650.967680769317,9184.105077157608,20250526
161024,20250310,6502.088717118622,16645.450019969492,12685.15368811294,2401.0,29039.628343525957,20250526
100050,20250310,4444.213352949329,3635.8681771975175,10242.331634706254,4046.9732170149164,8611.193369432673,20250526
164402,20250310,13941.02030597081,17546.485526928118,15766.58509267048,2401.0,45769.215350112754,20250526
000965,20250310,15734.591162813796,2652.440421812348,4915.17110701978,2401.0,4463.0582920457255,20250526
164906,20250310,19127.65985561107,91728.143868319,51776.6643790805,2401.0,57674.617335671726,20250526
166016,20250310,19903.628442587677,70357.68393752252,6005.186846871289,3281.207136652612,9631.272908217885,20250526
168204,20250310,18348.863518394315,13254.045465097393,9976.008929635602,2401.0,37830.39688967773,20250526
001480,20250310,8996.078108982358,7555.1983398806315,8746.120787651493,2401.0,21570.583354899903,20250526
160717,20250310,5822.962271704282,6067.811792353975,4311.883069538776,2401.0,5728.267747699681,20250526
000385,20250310,5964.576556438299,2527.448388307902,2613.634308292485,2439.147018763436,2937.8839677816895,20250526
000192,20250310,3119.8090416072355,28822.498463109318,3593.447549494068,2636.9463753145847,4609.994956912293,20250526
001407,20250310,6152.07674459003,4980.503867003918,4229.231195551332,2401.0,6295.528045237439,20250526
001316,20250310,10501.985567136198,42291.72044611788,7668.114294447732,3451.4558685412794,10778.509176214546,20250526
000402,20250310,4820.368509081625,5082.571751699446,3113.7841098575327,2573.368010708858,3377.9875361079953,20250526
001016,20250310,5750.62388510692,4405.881826157636,6830.999160472335,2401.0,7949.978377533119,20250526
050027,20250310,15824.91503797984,52045.021983798964,10859.0417713818,4759.757326872448,11820.487929475063,20250526
001338,20250310,15069.912443053921,16885.262693477824,6836.650570659511,3565.1904985581896,9944.219747332736,20250526
